timestamp;address;bus;strings;stringid;pac;pdc;udc;temp
1519042202;3;2;2;1;253;298;652;31
1519032903;3;2;2;1;219;267;670;30
1519053601;3;2;2;1;228;258;615;30
1519023603;3;2;2;1;53;37;560;23
1519044302;3;2;2;1;239;279;640;31
1519035003;3;2;2;1;257;307;674;31
1519055701;3;2;2;1;168;188;599;30
1519025703;3;2;2;1;54;80;592;25
1519046401;3;2;2;1;233;272;638;31
1519037102;3;2;2;1;239;288;669;31
1519027802;3;2;2;1;85;119;639;27
1519057801;3;2;2;1;56;41;536;29
1519048501;3;2;2;1;207;246;629;30
1519039202;3;2;2;1;359;406;668;32
1519059901;3;2;2;1;18;4;299;29
1519029903;3;2;2;1;151;197;665;28
1519050602;3;2;2;1;259;299;638;30
1519041302;3;2;2;1;309;356;656;31
1519032003;3;2;2;1;245;292;671;30
1519052701;3;2;2;1;298;333;630;30
1519038302;3;2;2;1;319;367;673;31
1519026775;3;2;2;1;116;151;645;26
1519059001;3;2;2;1;25;13;485;29
1519029003;3;2;2;1;132;176;662;28
1519049701;3;2;2;1;330;371;641;30
1519040402;3;2;2;1;457;503;669;32
1519031103;3;2;2;1;214;263;671;29
1519051801;3;2;2;1;408;447;642;30
1519042502;3;2;2;1;338;384;659;31
1519033203;3;2;2;1;238;287;673;30
1519053901;3;2;2;1;212;239;609;30
1519023904;3;2;2;1;55;50;574;23
1519044602;3;2;2;1;213;254;638;31
1519035303;3;2;2;1;267;317;674;31
1519056001;3;2;2;1;136;143;589;30
1519026003;3;2;2;1;82;115;616;25
1519046701;3;2;2;1;227;267;638;31
1519037402;3;2;2;1;274;323;672;31
1519058101;3;2;2;1;46;31;525;29
1519028103;3;2;2;1;71;104;636;27
1519048801;3;2;2;1;199;237;631;30
1519039502;3;2;2;1;448;494;670;32
1519060201;3;2;2;1;18;3;269;28
1519030203;3;2;2;1;158;204;665;29
1519050901;3;2;2;1;335;378;645;30
1519041602;3;2;2;1;254;297;650;31
1519032303;3;2;2;1;265;315;674;30
1519053001;3;2;2;1;276;312;628;30
1519023003;3;2;2;1;35;21;405;22
1519043701;3;2;2;1;290;333;648;31
1519034403;3;2;2;1;217;264;670;31
1519055101;3;2;2;1;178;200;600;30
1519045801;3;2;2;1;292;335;648;31
1519025104;3;2;2;1;52;76;591;24
1519036502;3;2;2;1;231;280;670;31
1519057201;3;2;2;1;78;64;565;29
1519027203;3;2;2;1;92;126;638;26
1519047901;3;2;2;1;232;273;640;31
1519038602;3;2;2;1;316;365;669;32
1519059301;3;2;2;1;16;7;342;29
1519029303;3;2;2;1;129;170;661;28
1519050001;3;2;2;1;247;287;634;30
1519040702;3;2;2;1;407;453;665;32
1519031403;3;2;2;1;236;284;672;29
1519052101;3;2;2;1;354;391;636;30
1519042802;3;2;2;1;380;424;659;31
1519033503;3;2;2;1;260;309;675;30
1519054201;3;2;2;1;197;220;604;30
1519024204;3;2;2;1;45;53;588;23
1519044902;3;2;2;1;201;241;637;31
1519035603;3;2;2;1;218;266;669;31
1519056301;3;2;2;1;113;102;575;30
1519026303;3;2;2;1;111;146;637;26
1519047001;3;2;2;1;242;283;641;31
1519037703;3;2;2;1;278;328;672;31
1519058401;3;2;2;1;43;25;515;29
1519028403;3;2;2;1;89;124;643;27
1519049101;3;2;2;1;280;322;641;30
1519039802;3;2;2;1;484;532;675;32
1519060500;3;2;2;1;18;3;252;28
1519030503;3;2;2;1;147;192;663;29
1519051201;3;2;2;1;511;552;653;30
1519041902;3;2;2;1;227;272;648;31
1519032603;3;2;2;1;235;284;671;30
1519053301;3;2;2;1;256;289;622;30
1519023303;3;2;2;1;48;31;517;22
1519044001;3;2;2;1;266;309;644;31
1519034703;3;2;2;1;230;278;671;31
1519055401;3;2;2;1;183;205;600;30
1519046101;3;2;2;1;274;316;644;31
1519025404;3;2;2;1;45;67;588;25
1519036802;3;2;2;1;190;236;662;31
1519027502;3;2;2;1;83;115;636;27
1519057501;3;2;2;1;69;50;547;29
1519048201;3;2;2;1;234;274;636;31
1519038902;3;2;2;1;315;362;666;32
1519059601;3;2;2;1;14;5;291;29
1519029603;3;2;2;1;130;172;660;28
1519050302;3;2;2;1;222;260;633;30
1519041002;3;2;2;1;358;404;661;31
1519031703;3;2;2;1;238;286;671;29
1519052401;3;2;2;1;319;357;632;30
1519022403;3;2;2;1;28;9;277;21
1519043102;3;2;2;1;367;413;655;31
1519033803;3;2;2;1;260;310;676;30
1519054501;3;2;2;1;187;209;601;30
1519024504;3;2;2;1;64;67;588;24
1519045202;3;2;2;1;226;268;642;31
1519035903;3;2;2;1;229;278;671;31
1519056601;3;2;2;1;99;83;571;29
1519026603;3;2;2;1;109;145;643;26
1519047301;3;2;2;1;255;295;640;31
1519038003;3;2;2;1;306;355;674;31
1519058701;3;2;2;1;35;20;500;29
1519028703;3;2;2;1;125;166;657;28
1519049401;3;2;2;1;368;410;647;30
1519040102;3;2;2;1;480;526;672;32
1519060800;3;2;2;1;19;3;249;28
1519030803;3;2;2;1;174;221;667;29
1519051501;3;2;2;1;511;550;650;31
