timestamp;address;bus;strings;stringid;pac;pdc;udc;temp
1519120803;2;2;2;2;1669;1729;620;19
1519141501;2;2;2;2;436;491;583;20
1519111503;2;2;2;2;468;519;586;14
1519132202;2;2;2;2;2737;2811;625;22
1519122902;2;2;2;2;2088;2157;623;19
1519143601;2;2;2;2;119;180;544;19
1519113603;2;2;2;2;1013;1067;609;16
1519134302;2;2;2;2;1831;1893;619;21
1519125002;2;2;2;2;2025;2089;621;20
1519115703;2;2;2;2;1083;1137;609;17
1519136402;2;2;2;2;1214;1274;611;21
1519127102;2;2;2;2;2395;2466;625;20
1519117803;2;2;2;2;750;801;600;18
1519138502;2;2;2;2;759;812;600;20
1519129202;2;2;2;2;2319;2391;621;21
1519119903;2;2;2;2;1536;1593;619;18
1519110603;2;2;2;2;257;315;570;13
1519140602;2;2;2;2;547;599;591;20
1519131302;2;2;2;2;2807;2883;626;22
1519122003;2;2;2;2;1858;1919;621;19
1519142701;2;2;2;2;250;311;568;19
1519112703;2;2;2;2;851;903;605;15
1519133402;2;2;2;2;1981;2046;620;22
1519124102;2;2;2;2;2171;2238;623;20
1519114803;2;2;2;2;1195;1253;612;17
1519135502;2;2;2;2;1213;1271;610;21
1519126202;2;2;2;2;2274;2342;623;20
1519116903;2;2;2;2;995;1049;607;17
1519137602;2;2;2;2;922;980;605;21
1519128303;2;2;2;2;2793;2868;625;21
1519119003;2;2;2;2;1140;1197;611;18
1519139701;2;2;2;2;788;842;601;20
1519109703;2;2;2;2;36;93;427;12
1519130402;2;2;2;2;2768;2844;626;21
1519121103;2;2;2;2;1707;1766;620;19
1519141801;2;2;2;2;386;442;579;20
1519111803;2;2;2;2;572;624;596;14
1519132502;2;2;2;2;2596;2671;624;22
1519123202;2;2;2;2;2096;2163;623;20
1519143901;2;2;2;2;72;132;521;19
1519113903;2;2;2;2;1062;1116;610;16
1519134602;2;2;2;2;1615;1676;617;21
1519125302;2;2;2;2;2034;2099;621;20
1519116003;2;2;2;2;1091;1145;609;17
1519136702;2;2;2;2;1167;1226;610;21
1519127402;2;2;2;2;2593;2666;625;21
1519118103;2;2;2;2;887;942;605;18
1519138802;2;2;2;2;833;888;603;20
1519129502;2;2;2;2;2352;2421;623;21
1519120203;2;2;2;2;1558;1615;618;18
1519110903;2;2;2;2;302;359;574;13
1519140902;2;2;2;2;485;540;586;20
1519131602;2;2;2;2;3018;3097;627;22
1519122303;2;2;2;2;1965;2030;621;19
1519143001;2;2;2;2;191;250;560;19
1519113003;2;2;2;2;966;1019;608;15
1519133702;2;2;2;2;1903;1968;619;22
1519124402;2;2;2;2;2175;2245;623;20
1519115103;2;2;2;2;1122;1177;610;17
1519135802;2;2;2;2;1161;1219;609;21
1519126502;2;2;2;2;2226;2291;622;20
1519117203;2;2;2;2;977;1032;606;17
1519137902;2;2;2;2;856;912;603;20
1519128603;2;2;2;2;2751;2828;625;21
1519119303;2;2;2;2;1278;1336;614;18
1519140001;2;2;2;2;729;781;599;20
1519110003;2;2;2;2;138;195;535;12
1519130702;2;2;2;2;2677;2748;625;21
1519121403;2;2;2;2;1677;1739;619;19
1519142101;2;2;2;2;355;411;576;20
1519112103;2;2;2;2;643;694;598;14
1519132802;2;2;2;2;2288;2359;622;22
1519123503;2;2;2;2;2128;2196;623;20
1519144201;2;2;2;2;30;91;441;19
1519114203;2;2;2;2;1104;1160;610;16
1519134902;2;2;2;2;1342;1405;611;21
1519125602;2;2;2;2;2088;2154;621;20
1519116303;2;2;2;2;1008;1061;607;17
1519137002;2;2;2;2;1125;1183;609;21
1519127702;2;2;2;2;2704;2778;626;21
1519118403;2;2;2;2;945;998;606;18
1519109103;2;2;2;2;7;56;408;12
1519139102;2;2;2;2;766;819;600;20
1519129802;2;2;2;2;2521;2593;624;21
1519120503;2;2;2;2;1594;1652;619;18
1519111203;2;2;2;2;359;414;578;13
1519141202;2;2;2;2;443;500;583;20
1519131902;2;2;2;2;2902;2979;626;22
1519122603;2;2;2;2;2108;2174;623;19
1519143301;2;2;2;2;150;211;552;19
1519113303;2;2;2;2;949;1003;607;15
1519134002;2;2;2;2;1834;1899;619;21
1519124702;2;2;2;2;2072;2140;622;20
1519115403;2;2;2;2;1015;1068;607;17
1519136102;2;2;2;2;1145;1204;609;21
1519126802;2;2;2;2;2256;2326;623;20
1519117503;2;2;2;2;905;959;605;17
1519138202;2;2;2;2;821;876;602;20
1519128902;2;2;2;2;2547;2616;623;21
1519119603;2;2;2;2;1428;1488;617;18
1519110303;2;2;2;2;195;250;562;13
1519140302;2;2;2;2;611;663;594;20
1519131002;2;2;2;2;2531;2601;624;21
1519121703;2;2;2;2;1765;1827;620;19
1519142401;2;2;2;2;310;369;573;20
1519112403;2;2;2;2;716;767;601;15
1519133102;2;2;2;2;2096;2162;621;22
1519123803;2;2;2;2;2168;2235;623;20
1519144501;2;2;2;2;1;10;415;19
1519114503;2;2;2;2;1238;1295;613;16
1519135202;2;2;2;2;1276;1338;611;21
1519125902;2;2;2;2;2172;2240;622;20
1519116603;2;2;2;2;885;942;604;17
1519137302;2;2;2;2;985;1042;606;21
1519128002;2;2;2;2;2758;2826;626;21
1519118703;2;2;2;2;862;915;604;18
1519109403;2;2;2;2;15;81;411;12
1519139402;2;2;2;2;698;750;597;20
1519130102;2;2;2;2;2543;2614;624;21
