timestamp;address;bus;strings;stringid;pac;pdc;udc;temp
1519308001;2;2;2;1;853;907;609;18
1519298701;2;2;2;1;997;1051;614;18
1519289401;2;2;2;1;359;418;582;15
1519310100;2;2;2;1;604;657;600;18
1519300801;2;2;2;1;1013;1067;614;18
1519291502;2;2;2;1;472;526;590;16
1519302900;2;2;2;1;1004;1060;615;18
1519312201;2;2;2;1;266;328;574;18
1519293602;2;2;2;1;615;667;602;17
1519314301;2;2;2;1;106;169;541;17
1519305001;2;2;2;1;737;790;605;18
1519284304;2;2;2;1;59;106;477;12
1519295702;2;2;2;1;808;864;609;17
1519316400;2;2;2;1;36;102;454;17
1519286402;2;2;2;1;300;360;577;14
1519307101;2;2;2;1;821;874;608;18
1519297801;2;2;2;1;947;1001;613;18
1519288502;2;2;2;1;361;418;582;15
1519299900;2;2;2;1;956;1012;613;18
1519309201;2;2;2;1;694;747;604;18
1519290602;2;2;2;1;465;520;589;16
1519311301;2;2;2;1;341;399;580;18
1519302001;2;2;2;1;759;813;607;18
1519292702;2;2;2;1;713;766;605;16
1519304100;2;2;2;1;1011;1068;614;18
1519313401;2;2;2;1;120;185;544;17
1519283404;2;2;2;1;11;71;424;11
1519294802;2;2;2;1;789;842;608;17
1519285502;2;2;2;1;183;249;560;13
1519315501;2;2;2;1;74;124;487;17
1519306201;2;2;2;1;728;783;605;18
1519296901;2;2;2;1;887;942;611;17
1519287602;2;2;2;1;338;396;580;14
1519308301;2;2;2;1;784;837;607;18
1519299001;2;2;2;1;983;1038;614;18
1519289701;2;2;2;1;404;461;586;15
1519310400;2;2;2;1;530;583;593;18
1519301101;2;2;2;1;847;903;609;18
1519291802;2;2;2;1;511;562;592;16
1519303200;2;2;2;1;1133;1189;618;18
1519312501;2;2;2;1;258;319;573;18
1519293901;2;2;2;1;662;715;603;17
1519314601;2;2;2;1;93;158;537;17
1519305301;2;2;2;1;689;742;603;18
1519284604;2;2;2;1;108;170;490;12
1519296002;2;2;2;1;799;853;608;17
1519316700;2;2;2;1;20;79;439;17
1519286702;2;2;2;1;273;335;576;14
1519307401;2;2;2;1;723;777;605;18
1519298101;2;2;2;1;950;1004;613;18
1519288802;2;2;2;1;355;412;582;15
1519300200;2;2;2;1;970;1024;613;18
1519309501;2;2;2;1;623;675;601;18
1519290901;2;2;2;1;458;513;589;16
1519302300;2;2;2;1;862;917;610;18
1519311601;2;2;2;1;303;365;577;18
1519293002;2;2;2;1;738;790;606;17
1519304400;2;2;2;1;976;1031;613;18
1519313701;2;2;2;1;134;198;549;17
1519283704;2;2;2;1;6;56;413;11
1519295102;2;2;2;1;789;842;608;17
1519285802;2;2;2;1;220;282;568;13
1519306500;2;2;2;1;872;927;610;18
1519315801;2;2;2;1;62;117;482;17
1519297201;2;2;2;1;878;930;611;18
1519287902;2;2;2;1;339;395;580;15
1519308601;2;2;2;1;677;730;603;18
1519299301;2;2;2;1;936;992;612;18
1519290001;2;2;2;1;404;462;586;15
1519310701;2;2;2;1;504;560;591;18
1519301401;2;2;2;1;785;840;608;18
1519292102;2;2;2;1;571;623;599;16
1519312801;2;2;2;1;185;252;560;18
1519303501;2;2;2;1;1076;1132;616;18
1519294201;2;2;2;1;723;775;606;17
1519284901;2;2;2;1;154;218;555;13
1519314901;2;2;2;1;85;151;534;17
1519305601;2;2;2;1;607;661;601;18
1519296301;2;2;2;1;740;793;606;17
1519317000;2;2;2;1;12;67;413;17
1519287002;2;2;2;1;282;344;577;14
1519307701;2;2;2;1;805;859;608;18
1519298401;2;2;2;1;998;1055;614;18
1519289101;2;2;2;1;349;408;581;15
1519309801;2;2;2;1;626;678;601;18
1519300501;2;2;2;1;1008;1065;615;18
1519291201;2;2;2;1;482;537;591;16
1519302600;2;2;2;1;988;1043;614;18
1519311901;2;2;2;1;250;311;572;18
1519293302;2;2;2;1;655;707;603;17
1519314001;2;2;2;1;134;197;549;17
1519304701;2;2;2;1;892;946;610;18
1519284004;2;2;2;1;20;79;433;12
1519295402;2;2;2;1;808;861;609;17
1519316100;2;2;2;1;33;97;436;17
1519286102;2;2;2;1;294;354;577;13
1519306800;2;2;2;1;891;945;611;18
1519297501;2;2;2;1;891;947;611;18
1519288202;2;2;2;1;346;404;581;15
1519308901;2;2;2;1;695;749;604;18
1519299601;2;2;2;1;933;990;612;18
1519290302;2;2;2;1;408;465;586;16
1519311001;2;2;2;1;409;467;585;18
1519301701;2;2;2;1;805;859;608;18
1519292402;2;2;2;1;662;713;603;16
1519313101;2;2;2;1;135;202;549;18
1519303801;2;2;2;1;1095;1150;616;18
1519283104;2;2;2;1;1;30;407;11
1519294502;2;2;2;1;795;848;608;17
1519285201;2;2;2;1;163;232;556;13
1519315201;2;2;2;1;80;138;506;17
1519305901;2;2;2;1;613;665;601;18
1519296601;2;2;2;1;806;861;609;17
1519317300;2;2;2;1;1;12;417;17
1519287302;2;2;2;1;321;380;579;14
