timestamp;address;bus;strings;stringid;pac;pdc;udc;temp
1518954301;3;2;2;2;53;113;684;30
1518945002;3;2;2;2;59;77;546;27
1518965701;3;2;2;2;96;152;657;30
1518956402;3;2;2;2;104;170;679;30
1518947102;3;2;2;2;84;129;655;28
1518937802;3;2;2;2;51;25;485;22
1518967801;3;2;2;2;49;70;606;29
1518958501;3;2;2;2;162;233;702;30
1518949202;3;2;2;2;75;128;678;29
1518939902;3;2;2;2;74;50;540;24
1518969901;3;2;2;2;49;28;391;29
1518960601;3;2;2;2;138;204;692;31
1518951302;3;2;2;2;52;110;688;30
1518942002;3;2;2;2;64;45;411;26
1518972001;3;2;2;2;49;17;420;28
1518962701;3;2;2;2;174;237;669;30
1518953401;3;2;2;2;92;155;698;30
1518974100;3;2;2;2;44;6;250;28
1518944102;3;2;2;2;68;75;541;27
1518964801;3;2;2;2;97;155;660;30
1518955501;3;2;2;2;67;130;675;30
1518946202;3;2;2;2;73;114;641;28
1518966901;3;2;2;2;52;96;635;30
1518957602;3;2;2;2;140;209;700;30
1518948302;3;2;2;2;80;130;666;29
1518939002;3;2;2;2;58;35;522;23
1518969001;3;2;2;2;53;40;407;29
1518959701;3;2;2;2;184;259;702;30
1518950402;3;2;2;2;53;105;598;30
1518941102;3;2;2;2;66;46;404;25
1518971101;3;2;2;2;52;23;421;29
1518961801;3;2;2;2;133;195;675;30
1518952501;3;2;2;2;58;118;684;30
1518973200;3;2;2;2;39;11;408;28
1518943202;3;2;2;2;85;73;537;26
1518963901;3;2;2;2;137;200;670;30
1518954601;3;2;2;2;57;119;682;30
1518945302;3;2;2;2;71;103;627;27
1518966001;3;2;2;2;89;142;653;30
1518956701;3;2;2;2;101;165;681;30
1518947402;3;2;2;2;76;122;654;28
1518938102;3;2;2;2;53;30;512;22
1518968101;3;2;2;2;63;53;415;29
1518958801;3;2;2;2;192;265;706;30
1518949502;3;2;2;2;113;170;692;29
1518940202;3;2;2;2;63;43;402;24
1518970201;3;2;2;2;53;28;431;29
1518960901;3;2;2;2;118;183;686;31
1518951602;3;2;2;2;42;99;685;30
1518942302;3;2;2;2;83;64;516;26
1518972301;3;2;2;2;46;16;461;28
1518963001;3;2;2;2;148;210;667;30
1518953701;3;2;2;2;70;132;689;30
1518974400;3;2;2;2;42;5;238;28
1518944402;3;2;2;2;57;84;614;27
1518965101;3;2;2;2;103;159;661;30
1518955801;3;2;2;2;78;143;674;30
1518946502;3;2;2;2;74;114;644;28
1518967201;3;2;2;2;70;68;439;30
1518957901;3;2;2;2;139;209;700;30
1518948602;3;2;2;2;73;124;668;29
1518939302;3;2;2;2;47;27;380;23
1518969301;3;2;2;2;62;39;455;29
1518960001;3;2;2;2;187;258;702;31
1518950702;3;2;2;2;72;129;689;30
1518941402;3;2;2;2;77;56;506;25
1518971401;3;2;2;2;52;24;486;28
1518962101;3;2;2;2;166;230;673;30
1518952801;3;2;2;2;90;153;696;30
1518973500;3;2;2;2;38;7;272;28
1518943502;3;2;2;2;61;82;607;26
1518964201;3;2;2;2;130;192;670;30
1518954901;3;2;2;2;72;133;685;30
1518945602;3;2;2;2;90;129;639;27
1518966301;3;2;2;2;70;118;644;30
1518957001;3;2;2;2;80;139;676;30
1518947702;3;2;2;2;80;127;660;28
1518938402;3;2;2;2;48;26;381;22
1518968401;3;2;2;2;90;63;509;29
1518959101;3;2;2;2;158;227;700;30
1518949802;3;2;2;2;77;131;683;29
1518940502;3;2;2;2;81;60;510;24
1518970501;3;2;2;2;58;32;513;29
1518961201;3;2;2;2;121;180;672;30
1518951902;3;2;2;2;24;67;447;30
1518942602;3;2;2;2;69;77;596;26
1518972601;3;2;2;2;41;14;467;28
1518963301;3;2;2;2;150;213;669;30
1518954001;3;2;2;2;56;118;686;30
1518944702;3;2;2;2;45;58;422;27
1518965401;3;2;2;2;114;173;663;30
1518956102;3;2;2;2;73;138;675;30
1518946802;3;2;2;2;67;108;644;28
1518937502;3;2;2;2;51;21;442;21
1518967501;3;2;2;2;92;71;530;30
1518958201;3;2;2;2;161;231;703;30
1518948902;3;2;2;2;78;130;675;29
1518939602;3;2;2;2;64;40;463;24
1518969601;3;2;2;2;63;40;540;29
1518960301;3;2;2;2;152;220;696;31
1518951002;3;2;2;2;61;119;689;30
1518941702;3;2;2;2;82;62;571;25
1518971701;3;2;2;2;47;16;391;28
1518962401;3;2;2;2;183;249;673;30
1518953101;3;2;2;2;79;139;695;30
1518973800;3;2;2;2;43;6;250;28
1518943802;3;2;2;2;53;59;425;27
1518964501;3;2;2;2;92;149;659;30
1518955201;3;2;2;2;83;148;685;30
1518945902;3;2;2;2;84;126;642;28
1518966601;3;2;2;2;62;110;642;30
1518957302;3;2;2;2;90;153;682;30
1518948002;3;2;2;2;75;122;662;29
1518938702;3;2;2;2;53;30;453;23
1518968701;3;2;2;2;52;60;595;29
1518959401;3;2;2;2;155;224;700;30
1518950102;3;2;2;2;33;74;444;29
1518940802;3;2;2;2;90;69;564;25
1518970801;3;2;2;2;52;23;383;29
1518961501;3;2;2;2;123;183;673;30
1518952202;3;2;2;2;35;89;575;30
1518972900;3;2;2;2;42;13;468;28
1518942902;3;2;2;2;66;59;420;26
1518963601;3;2;2;2;127;187;665;30
